pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_name,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,spin_axis_sin,spin_axis_cos
FF,95.5,-1.96,5.61,669199,11.0,L,R,-0.96,1.5,-1.39,3.89,3.6532923537474327,-138.96733832034838,-2.242314446086533,-13.26174359699986,33.58700484981768,-12.531034857597836,3.24,1.38,94.9,2728.0,6.1,54.35,4-Seam Fastball,220.0,1.02,0.96,-0.96,31.8,-0.6427876096865393,-0.766044443118978
CU,76.3,-1.36,5.9,669438,13.0,L,R,1.03,-1.33,-1.23,2.37,-1.563235621343031,-111.03837421127535,1.98183735629834,8.76828933643274,19.70213386020698,-43.75391776899298,3.47,1.65,76.0,2850.0,6.1,54.43,Curveball,36.0,5.24,-1.03,1.03,42.5,0.5877852522924731,0.8090169943749475
FF,94.1,-3.32,5.98,621053,11.0,L,R,-0.88,1.19,-0.86,3.1,8.234440909823546,-136.87312083236515,-4.379294843993925,-12.864067405158638,29.199732280738903,-16.421004506215688,3.43,1.62,93.4,2247.0,5.8,54.66,4-Seam Fastball,228.0,1.38,0.88,-0.88,28.2,-0.7431448254773944,-0.6691306063588581
FF,95.6,-2.16,5.75,686826,14.0,L,R,-0.81,1.27,0.97,1.53,10.007727308051042,-138.74402291535242,-8.307975626031793,-12.70497993406436,30.54871239203372,-14.018813057483158,3.49,1.63,95.1,2280.0,6.1,54.41,4-Seam Fastball,219.0,1.23,0.81,-0.81,44.8,-0.6293203910498376,-0.7771459614569708
SI,92.2,-1.67,3.68,687330,9.0,R,R,-1.18,-0.43,0.61,1.96,8.500123927317148,-133.98326837829356,2.447263272895199,-16.08488193173366,28.99260874281528,-38.07838127992972,3.47,1.6,93.5,2170.0,7.1,53.37,Sinker,250.0,3.11,1.18,1.18,-1.7,-0.9396926207859084,-0.34202014332566855
SI,94.3,-1.22,6.1,669713,5.0,R,R,-0.94,0.59,0.07,2.66,5.527895794431156,-137.326240700072,-4.656158837733448,-13.12141624607724,27.771203648497117,-23.840017405121245,3.53,1.61,95.9,2065.0,7.0,53.5,Sinker,210.0,1.95,0.94,0.94,49.4,-0.5000000000000001,-0.8660254037844386
FF,95.4,-2.86,4.75,518886,1.0,L,R,-0.69,1.18,-0.79,2.99,7.121366483337924,-138.78271117674294,-1.698436931728751,-10.523350916578147,30.05090028269958,-16.727509126636452,3.38,1.58,96.8,2293.0,7.0,53.48,4-Seam Fastball,222.0,1.32,0.69,-0.69,26.5,-0.6691306063588582,-0.7431448254773942
SL,86.8,-1.57,5.76,641927,14.0,R,R,0.23,0.77,0.97,1.7,5.711360313534292,-126.25607630236686,-5.195264869903872,1.3096191180240573,25.206936893659623,-23.078398336516408,3.5,1.63,88.5,2091.0,7.3,53.16,Slider,193.0,2.25,-0.23,-0.23,36.3,-0.22495105434386498,-0.9743700647852352
CU,78.7,-1.92,5.29,681293,13.0,L,R,1.22,-1.04,-0.43,1.02,0.9871874376337826,-114.53519476853128,-0.4401984207100529,10.413014049386556,23.449180545148973,-41.35820745541607,3.4,1.64,79.1,3028.0,6.8,53.72,Curveball,56.0,4.75,-1.22,1.22,27.9,0.8290375725550417,0.5591929034707468
FF,93.5,-2.38,5.79,672456,4.0,L,R,-0.68,1.37,-0.32,2.34,6.794761363423696,-135.9485842775798,-6.178584691960563,-9.882599193257612,28.33492023256076,-13.965288973742076,3.57,1.62,93.5,2291.0,6.2,54.27,4-Seam Fastball,214.0,1.23,0.68,-0.68,39.0,-0.5591929034707467,-0.8290375725550418
SL,86.8,-1.34,6.06,622251,9.0,L,R,0.24,-0.1,0.47,1.3,3.835422806121441,-126.26464022075464,-4.95554218114191,1.73978057900031,27.94647871673688,-32.35187300595118,3.15,1.41,86.8,2647.0,6.5,54.02,Slider,45.0,3.15,-0.24,0.24,46.8,0.7071067811865475,0.7071067811865476
FF,100.4,-0.93,6.16,663158,5.0,R,R,-0.47,1.56,-0.1,2.67,3.432006824205634,-146.00584721077433,-8.077978524678393,-7.5534311219015215,35.18178191385726,-8.16669357389618,3.34,1.59,101.4,2284.0,6.9,53.59,4-Seam Fastball,205.0,0.71,0.47,0.47,48.2,-0.4226182617406993,-0.90630778703665
SL,89.1,-1.13,5.71,682243,14.0,R,R,0.38,0.08,1.61,0.43,5.929811950108128,-129.55509044823935,-7.131948018990401,3.1785092970419075,25.648508534540685,-30.026000109951468,3.64,1.59,89.5,2668.0,6.5,54.04,Slider,158.0,2.78,-0.38,-0.38,46.6,0.37460659341591224,-0.9271838545667873
FF,99.8,-3.02,5.57,694973,6.0,L,R,-1.04,0.94,0.38,2.64,11.850066529936592,-144.7334702003916,-4.8815671414088015,-17.38036407810319,34.39555520478067,-17.885990982858743,3.25,1.52,100.2,2378.0,6.7,53.79,4-Seam Fastball,236.0,1.36,1.04,-1.04,21.8,-0.8290375725550418,-0.5591929034707466
FF,92.8,-1.97,5.48,676106,14.0,L,R,-1.2,0.76,0.07,1.23,7.861078681615938,-134.81353184316285,-6.742271501117427,-16.395915555346324,29.06322354434599,-21.648776233652526,3.12,1.5,93.1,2165.0,6.5,53.97,4-Seam Fastball,232.0,1.9,1.2,-1.2,,-0.7880107536067221,-0.6156614753256581
CH,89.9,-3.01,5.14,661563,14.0,R,R,-1.44,0.56,0.41,1.28,11.615919937824282,-130.36977386490304,-4.775043045628147,-18.90035031385672,27.373269947875457,-24.86327243326338,3.12,1.54,90.5,1688.0,6.8,53.68,Changeup,220.0,2.27,1.44,1.44,21.6,-0.6427876096865393,-0.766044443118978
SI,92.2,-1.4,5.41,676477,13.0,R,R,-1.36,0.7,-0.34,1.2,5.732598142137032,-134.1163347529106,-6.5212774609558,-17.673930553049157,26.68294022541719,-22.58078061837162,3.23,1.46,93.8,2064.0,7.1,53.44,Sinker,242.0,1.97,1.36,1.36,26.9,-0.882947592858927,-0.46947156278589075
CU,83.2,-1.41,5.91,547179,8.0,L,R,-0.1,-0.9,-0.2,1.96,2.9585820522984045,-121.2587978988673,-0.8889136938715234,-1.573475319449856,22.73294176261229,-41.123297122688335,3.38,1.58,82.9,2515.0,5.9,54.61,Curveball,25.0,4.17,0.1,-0.1,49.2,0.42261826174069944,0.9063077870366499
CH,85.8,2.08,6.41,607074,13.0,R,L,1.09,0.16,-0.09,1.35,-7.294604302841888,-124.7297187274352,-6.052428323434343,12.835211596998995,23.05449266012155,-29.543016311827092,3.41,1.69,85.7,1647.0,6.1,54.38,Changeup,130.0,2.92,1.09,-1.09,45.1,0.766044443118978,-0.6427876096865394
FF,91.2,-1.34,6.09,694646,11.0,L,R,-0.85,1.65,-2.87,3.15,-2.01078425589376,-132.62261584316187,-4.952125344885853,-9.469282917347972,32.389475017601406,-11.926206466291804,3.31,1.45,90.8,2202.0,6.4,54.09,4-Seam Fastball,209.0,1.13,0.85,-0.85,43.4,-0.48480962024633695,-0.8746197071393959
SL,87.9,-2.61,5.29,666974,14.0,R,R,1.0,-0.22,0.69,1.26,5.8604710801475575,-127.91272820248346,-3.128756821753606,9.59596345941118,29.24305914798925,-34.074580335445646,3.67,1.71,86.9,2506.0,5.9,54.57,Slider,47.0,3.2,-1.0,-1.0,15.7,0.7313537016191705,0.6819983600624985
CH,78.2,-1.2,6.77,608379,12.0,L,R,-1.06,0.69,0.37,3.82,5.385448512203385,-113.84366385610063,-0.8302540305713432,-10.16370517464133,19.187549473257786,-26.15757742779397,3.31,1.47,79.0,1410.0,6.7,53.84,Changeup,240.0,3.01,1.06,-1.06,60.8,-0.8660254037844384,-0.5000000000000004
SI,93.7,-1.19,5.83,607200,6.0,L,R,-1.1,0.48,0.48,2.79,6.804600150298939,-136.22250195888728,-3.183667547724353,-15.154278630250742,30.597626824240656,-25.653220327691297,3.43,1.6,94.4,1988.0,6.8,53.73,Sinker,200.0,2.12,1.1,-1.1,37.3,-0.34202014332566866,-0.9396926207859084
SL,88.1,-2.37,5.94,668881,9.0,R,R,0.62,0.14,0.38,1.85,5.405895736476789,-128.37241798989498,-4.229261877329357,5.9553020780186685,23.250751183278645,-30.007027136398143,3.52,1.66,88.9,2445.0,6.4,54.05,Slider,120.0,2.76,-0.62,-0.62,30.7,0.8660254037844387,-0.49999999999999983
SI,92.7,-1.58,5.03,657277,2.0,R,R,-1.03,-0.4,0.14,2.91,6.704818314666001,-134.8705991901119,1.2714320664461525,-14.098237364279488,30.189052853817373,-37.51784675085523,3.43,1.68,93.4,1873.0,6.8,53.72,Sinker,221.0,3.06,1.03,1.03,22.2,-0.656059028990507,-0.7547095802227721
SI,90.0,-1.73,5.17,621121,11.0,R,R,-1.23,0.52,-1.34,4.09,3.533931269041938,-130.98515765277176,2.208023045292129,-14.90578878583591,28.98521617254633,-26.97381400670384,3.06,1.46,89.1,2272.0,5.8,54.7,Sinker,231.0,2.31,1.23,1.23,22.1,-0.7771459614569706,-0.6293203910498378
CU,85.5,-1.39,5.68,686973,7.0,R,R,-0.02,-0.37,-0.78,1.77,1.4805176059032048,-124.56231098069908,-2.210231896723608,-0.4603174727954872,25.21016133909521,-35.81799528847382,3.43,1.6,86.3,2379.0,6.7,53.77,Knuckle Curve,41.0,3.49,0.02,0.02,44.9,0.6560590289905073,0.754709580222772
SL,87.1,-2.2,5.77,625643,14.0,R,R,0.33,0.05,0.4,1.31,5.5911034901466,-126.7842802210636,-4.665669476016511,2.4798007943050613,24.98129753755996,-30.951431877310508,3.33,1.59,87.4,2381.0,6.4,54.1,Slider,132.0,2.95,-0.33,-0.33,39.4,0.7431448254773942,-0.6691306063588582
FF,95.5,-3.37,5.99,621053,7.0,R,R,-0.59,1.09,-0.49,1.9,8.845841215129655,-138.71465177246432,-7.576237180742394,-9.559339288047669,30.073362000549157,-16.562015493196434,3.31,1.56,95.1,2296.0,6.1,54.43,4-Seam Fastball,230.0,1.41,0.59,0.59,28.4,-0.7660444431189779,-0.6427876096865395
ST,81.1,-3.44,5.38,650633,13.0,L,R,1.27,-0.24,-0.84,1.57,3.3586601704082684,-118.0731478385136,-1.430230089287308,11.233659311791431,23.11988984954128,-34.321701550718,3.53,1.66,80.5,2712.0,5.9,54.56,Sweeper,59.0,3.71,-1.27,1.27,28.4,0.8571673007021123,0.5150380749100542
SI,93.5,1.61,5.7,571927,13.0,L,L,1.48,0.93,-1.14,2.11,-10.444102212146388,-135.658493857802,-5.577640907203888,20.589409187998072,29.31363577691385,-19.664050584887413,3.62,1.78,94.2,2116.0,6.8,53.67,Sinker,126.0,1.69,1.48,1.48,39.1,0.8090169943749475,-0.587785252292473
SL,85.1,1.55,6.15,680729,13.0,R,L,-0.03,-0.22,-0.06,0.98,-3.688891564635392,-123.8105054690356,-5.280704503335827,0.4974837131083172,27.263636578982684,-33.471881970648305,3.38,1.62,84.1,2576.0,5.9,54.62,Slider,358.0,3.39,-0.03,0.03,43.7,-0.034899496702500823,0.9993908270190958
CU,86.2,-1.72,6.26,663546,9.0,L,R,0.33,-0.24,0.63,1.55,4.94507540776481,-125.54414710487848,-4.542770573551048,2.5197058884561234,23.90364120022099,-34.026537346466625,3.16,1.52,87.1,1864.0,6.7,53.85,Knuckle Curve,46.0,3.29,-0.33,0.33,28.2,0.7193398003386511,0.6946583704589973
SL,88.3,0.59,6.46,669461,1.0,R,L,-0.26,0.18,-0.79,3.31,-2.8106902990783142,-128.68408337714297,-2.061884520249211,-2.4723622595469137,22.80578406754777,-30.000484126754696,3.48,1.66,88.9,2772.0,6.3,54.22,Slider,266.0,2.7,-0.26,0.26,45.9,-0.9975640502598242,-0.06975647374412558
CH,81.1,-1.5,6.16,592791,5.0,L,R,-1.24,0.49,-0.07,2.32,5.610484191867776,-118.05594242074868,-2.956783659793307,-12.618057626517366,20.66574210839487,-27.26505976692209,3.5,1.68,82.1,1615.0,6.7,53.77,Changeup,232.0,2.95,1.24,-1.24,46.9,-0.7880107536067221,-0.6156614753256581
SL,88.7,2.49,5.44,579328,13.0,L,L,-0.34,0.33,-1.28,0.97,-8.603013818263603,-128.83235672350105,-5.618330502052383,-2.047473858322693,26.40885848772107,-27.536452547632155,3.46,1.63,89.7,2347.0,7.0,53.51,Slider,178.0,2.58,-0.34,-0.34,42.1,0.03489949670250114,-0.9993908270190958
FF,93.8,2.76,5.82,677960,2.0,R,L,0.86,1.5,-0.18,3.44,-9.362459023699564,-136.11886803708475,-3.631675256809502,12.896284703574784,33.16314612184024,-12.941823304033424,3.45,1.62,92.2,2352.0,5.7,54.79,4-Seam Fastball,137.0,1.12,0.86,-0.86,38.1,0.6819983600624986,-0.7313537016191705
ST,82.4,-2.15,4.91,554430,9.0,R,R,1.2,0.09,0.55,2.29,3.8460723299582087,-119.98461178964168,0.4306253101195723,10.762878006310892,23.87533518088215,-31.63718433871852,3.71,1.78,83.4,2808.0,7.0,53.53,Sweeper,53.0,3.27,-1.2,-1.2,18.3,0.7986355100472928,0.6018150231520483
FF,96.8,-1.44,5.64,682610,2.0,R,R,-0.89,1.16,-0.13,3.63,5.491499466752626,-140.8231101349288,-2.415462988903758,-13.062973393486011,33.3710002611992,-16.417250332028303,3.54,1.61,96.2,2404.0,6.0,54.47,4-Seam Fastball,223.0,1.28,0.89,0.89,35.2,-0.6819983600624984,-0.7313537016191706
SI,94.7,-2.35,6.01,686613,13.0,L,R,-1.32,1.02,-0.77,0.64,7.09175171361288,-137.26584928762338,-10.563537318495364,-18.310547962710256,33.60329122258546,-16.964206605985794,3.45,1.49,94.6,2158.0,6.7,53.84,Sinker,213.0,1.56,1.32,-1.32,49.9,-0.5446390350150271,-0.838670567945424
SI,94.6,-2.71,6.11,681857,7.0,R,R,-1.36,0.46,-0.53,1.31,8.621698415199763,-137.39535159040457,-7.851166549625463,-19.053653288780488,27.22954119064588,-24.878343982798626,3.12,1.36,94.2,2042.0,5.9,54.6,Sinker,233.0,2.08,1.36,1.36,40.9,-0.7986355100472928,-0.6018150231520483
ST,84.4,-1.21,5.61,663372,12.0,R,R,0.84,0.14,1.54,2.28,4.725290001543954,-122.83215622305768,-1.6770555903381918,7.570909197091117,23.85616181687521,-30.622875003208502,3.13,1.42,84.7,2458.0,6.5,54.05,Sweeper,66.0,3.05,-0.84,-0.84,45.1,0.9135454576426009,0.4067366430758002
ST,86.2,-2.19,5.83,622663,9.0,L,R,0.74,0.71,0.45,2.22,4.755630145205195,-125.3407570483809,-3.676450747169652,6.558746773619034,29.158799747682515,-24.155190278292828,3.9,1.83,85.3,2459.0,6.1,54.39,Sweeper,95.0,2.4,-0.74,0.74,36.0,0.9961946980917455,-0.08715574274765824
FF,96.4,-1.25,6.22,669194,14.0,L,R,-0.29,1.62,0.48,1.21,5.309791608183863,-139.8577286668996,-11.487249014706007,-5.0568118240269415,32.18304447257394,-8.449832190689179,3.33,1.62,97.0,2362.0,6.8,53.66,4-Seam Fastball,193.0,0.85,0.29,-0.29,50.0,-0.22495105434386498,-0.9743700647852352
FF,95.3,-2.89,5.93,661563,3.0,R,R,-0.4,1.54,0.49,3.61,9.825241566972355,-138.3630402216379,-3.8265656275630415,-7.67745661791524,35.86349420442437,-11.842894041249416,3.51,1.66,94.9,2437.0,6.5,53.95,4-Seam Fastball,192.0,1.01,0.4,0.4,44.7,-0.2079116908177595,-0.9781476007338056
FF,96.2,-1.27,6.35,656302,3.0,R,R,-0.21,1.67,0.69,3.04,5.660555248810759,-139.7928464068758,-6.912926445538679,-4.069449695634243,33.23788196634055,-8.967535470719136,3.37,1.56,95.7,2568.0,6.2,54.3,4-Seam Fastball,192.0,0.81,0.21,0.21,54.5,-0.2079116908177595,-0.9781476007338056
CU,83.1,1.78,6.58,607074,12.0,R,L,-0.85,-0.65,1.24,3.24,0.4271230518751276,-120.9327453543515,0.1701836369734459,-8.335358503833884,27.15724660454382,-38.78718064699245,3.52,1.67,81.6,2746.0,5.6,54.89,Curveball,318.0,3.99,-0.85,0.85,49.3,-0.6691306063588581,0.7431448254773944
SI,97.6,-2.09,5.2,801403,4.0,L,R,-1.01,0.33,-0.71,2.27,6.02508444346589,-142.18962161298805,-3.239252173714518,-15.02202454375699,26.925837957266125,-27.20490500501741,3.28,1.46,98.2,2397.0,6.2,54.31,Sinker,233.0,2.02,1.01,-1.01,24.8,-0.7986355100472928,-0.6018150231520483
FF,95.8,-0.75,6.17,669194,12.0,L,R,-0.12,1.52,1.2,2.48,5.501996530482597,-139.23112824688585,-7.670423232290315,-2.7783581111592706,30.38368204956661,-10.915753062738448,3.2,1.58,97.3,2157.0,7.1,53.38,4-Seam Fastball,183.0,0.97,0.12,-0.12,56.4,-0.052335956242943564,-0.9986295347545738
SL,87.5,-0.74,6.29,641793,3.0,L,R,0.11,0.54,0.71,2.86,3.253990544757238,-127.39722076890814,-3.266420363813363,0.5765546409181562,25.70844145861666,-25.79236167541838,3.23,1.48,87.3,2117.0,6.1,54.42,Slider,200.0,2.43,-0.11,0.11,42.6,-0.34202014332566866,-0.9396926207859084
FF,92.6,-2.01,5.84,683155,4.0,L,R,-0.7,1.28,-0.29,3.04,5.875956116393884,-134.70077389138473,-4.120325289979626,-9.802739115627311,28.659698206668757,-15.85588975833571,3.79,1.73,92.1,2366.0,6.0,54.51,4-Seam Fastball,212.0,1.37,0.7,-0.7,38.3,-0.5299192642332048,-0.8480480961564261
SI,98.5,-1.94,5.54,622554,9.0,R,R,-0.97,0.61,0.72,1.85,9.53217574734002,-143.0234002027683,-6.009332072702884,-15.555064930282354,32.474082089643844,-22.53452859381075,3.39,1.55,99.0,2290.0,6.7,53.85,Sinker,209.0,1.74,0.97,0.97,29.5,-0.48480962024633695,-0.8746197071393959
SI,96.9,-3.21,4.9,676254,13.0,R,R,-1.49,0.06,-1.05,2.06,9.170597577502344,-140.77783176833034,-2.102112555935894,-21.942978359067737,34.644216134098045,-31.133827663699087,3.39,1.59,96.5,2418.0,6.3,54.15,Sinker,233.0,2.4,1.49,1.49,17.1,-0.7986355100472928,-0.6018150231520483
CH,84.4,1.59,5.97,669062,8.0,R,L,1.13,0.55,-0.14,1.75,-6.277937775925282,-122.61129791692076,-4.464122990734739,12.691914859758231,26.63460246932514,-25.89605154477062,3.64,1.7,84.1,1891.0,6.4,54.12,Changeup,97.0,2.69,1.13,-1.13,27.2,0.9925461516413221,-0.12186934340514737
CU,77.3,0.08,6.14,573204,13.0,R,L,-0.67,-1.03,-1.27,1.81,-1.6551152206902986,-112.61088960187332,-0.3893889148604945,-5.401154573150169,21.482638766399837,-41.02076789765061,3.34,1.6,77.3,2710.0,6.3,54.19,Curveball,330.0,4.85,-0.67,0.67,56.9,-0.5000000000000004,0.8660254037844384
FC,89.0,-1.88,6.31,608379,9.0,L,R,-0.18,0.92,0.55,1.69,6.379430732345087,-129.5333433212083,-7.404768319672596,-3.082677842340452,22.027448477503224,-20.547785468498024,3.13,1.5,90.5,2060.0,6.8,53.71,Cutter,201.0,1.91,0.18,-0.18,49.6,-0.35836794954530043,-0.9335804264972016
FF,98.0,-0.04,6.96,664126,11.0,L,R,-0.15,1.38,-1.14,5.66,-2.6095611375139174,-142.7036866273225,-1.1792574859896472,-1.4306627628783315,34.35916140908441,-13.350370906184752,3.27,1.55,97.2,2295.0,5.9,54.62,4-Seam Fastball,194.0,1.0,0.15,-0.15,53.0,-0.2419218955996675,-0.9702957262759965
SL,91.6,-0.86,6.28,677952,9.0,R,R,0.1,0.32,0.66,1.9,3.6112029354027695,-133.3097390867102,-5.893119154955063,0.510112351237889,27.362215156582124,-27.310447103565338,3.35,1.6,91.5,2609.0,6.1,54.38,Slider,170.0,2.38,-0.1,-0.1,43.9,0.17364817766693028,-0.984807753012208
SI,95.5,-2.78,5.86,570632,8.0,R,R,-1.16,0.65,-0.08,1.86,9.685578634919498,-138.88402002351555,-6.461121033887112,-16.991220141185853,25.456778392617057,-22.572502726768068,3.15,1.44,95.9,2227.0,6.2,54.33,Sinker,223.0,1.82,1.16,1.16,33.9,-0.6819983600624984,-0.7313537016191706
FF,94.7,2.29,5.99,687922,4.0,L,L,0.69,1.37,-0.51,2.58,-8.854380454073882,-137.5325613665163,-6.250644233947437,10.779849510241496,32.78549749064751,-13.609281435812202,3.57,1.71,94.6,2167.0,6.5,53.98,4-Seam Fastball,149.0,1.2,0.69,0.69,48.2,0.5150380749100544,-0.8571673007021122
FF,93.3,-1.21,5.92,471911,13.0,L,R,0.01,0.92,-0.08,1.52,2.928631197537124,-135.77159420783877,-7.672773458314921,-0.4625111643813926,28.77702983279063,-19.34162753525497,3.72,1.73,94.3,2184.0,6.8,53.69,4-Seam Fastball,211.0,1.69,-0.01,0.01,35.8,-0.5150380749100542,-0.8571673007021123
ST,86.2,-1.47,6.01,669713,14.0,R,R,1.53,0.16,1.07,1.56,2.955185088537013,-125.4468411312821,-4.619728932106492,15.325868514958412,29.05765664250267,-29.63569065246132,3.6,1.69,86.5,2886.0,6.8,53.68,Sweeper,57.0,2.94,-1.53,-1.53,45.0,0.838670567945424,0.5446390350150271
SL,84.4,-1.45,6.48,608379,6.0,R,R,0.41,0.12,0.72,2.94,4.274093514801028,-123.0652277308334,-2.242403644391873,3.4964133903230725,21.46086637420564,-30.68762529219552,3.89,1.78,86.0,1862.0,6.9,53.57,Slider,170.0,3.03,-0.41,-0.41,50.3,0.17364817766693028,-0.984807753012208
FC,88.5,-2.05,6.09,688138,14.0,R,R,0.3,0.24,1.34,1.33,7.544829384239715,-128.62067915655783,-5.93170553650393,1.735287596490837,27.64091135014888,-28.480680208562333,3.63,1.66,87.4,2554.0,5.8,54.74,Cutter,200.0,2.69,-0.3,-0.3,36.4,-0.34202014332566866,-0.9396926207859084
SL,88.6,1.8,6.25,669373,5.0,L,L,-0.18,0.72,0.06,2.28,-3.896963618455473,-128.96661757872528,-5.216920460935799,-1.2813958964017884,24.5017144340681,-23.239586158049125,3.5,1.66,89.2,1999.0,6.4,54.07,Slider,149.0,2.16,-0.18,-0.18,50.6,0.5150380749100544,-0.8571673007021122
FF,92.3,2.43,5.75,607536,13.0,L,L,0.48,1.23,-1.08,1.59,-10.034563160738507,-134.0200615433925,-7.536303698765039,7.704569547316819,24.48906288141213,-15.871325267118364,3.05,1.34,93.3,2428.0,6.6,53.87,4-Seam Fastball,146.0,1.42,0.48,0.48,29.5,0.5591929034707469,-0.8290375725550416
ST,80.6,3.12,4.89,663542,13.0,L,L,-1.12,-0.48,-2.39,1.43,-10.259077848456034,-116.92887476364604,0.0229378517608236,-8.113210125786534,24.20257485749033,-36.77128638011567,3.83,1.71,81.6,2052.0,7.3,53.16,Sweeper,312.0,4.03,-1.12,-1.12,11.0,-0.7431448254773946,0.6691306063588578
SL,82.6,-2.57,5.73,666201,14.0,L,R,1.44,0.13,1.26,1.71,5.990099093249363,-120.23545410504704,-2.922150368265401,12.729499084704166,24.506128662562407,-30.495877771039865,3.38,1.61,83.7,2250.0,7.1,53.39,Slider,34.0,3.22,-1.44,1.44,35.2,0.5591929034707469,0.8290375725550417
FF,94.7,3.51,5.65,666157,12.0,R,L,1.26,0.76,0.2,3.95,-11.322402853374795,-137.6084886831101,-0.5078154425925729,18.3083340044357,26.493874497664937,-22.51682793619392,3.49,1.67,94.4,2139.0,5.9,54.61,4-Seam Fastball,111.0,1.76,1.26,-1.26,17.9,0.9335804264972017,-0.35836794954530027
FF,98.2,-2.02,5.92,640451,1.0,R,R,-0.63,1.39,-0.28,3.03,6.15492171640058,-142.84290075026354,-5.586532043272824,-9.976545155724729,32.397652246788425,-11.994166057521609,3.45,1.57,98.4,2100.0,6.4,54.13,4-Seam Fastball,205.0,0.97,0.63,0.63,44.8,-0.4226182617406993,-0.90630778703665
FF,93.1,2.18,6.51,687931,1.0,R,L,0.96,1.2,-0.54,3.2,-9.145303379128054,-135.22954372292065,-5.382253783209505,13.791578111515356,28.77958582144805,-16.438226722703085,3.7,1.73,93.7,2404.0,6.7,53.79,4-Seam Fastball,137.0,1.43,0.96,-0.96,49.5,0.6819983600624986,-0.7313537016191705
FF,98.4,-1.89,5.48,680767,12.0,R,R,-0.74,1.35,0.92,3.92,9.41957413715641,-142.9916741222178,-1.9102485497540775,-12.266525922298351,32.612417610440744,-13.375275525399434,3.53,1.62,99.2,2181.0,6.8,53.7,4-Seam Fastball,207.0,1.01,0.74,0.74,49.1,-0.4539904997395467,-0.8910065241883679
ST,82.7,-2.26,4.68,663423,14.0,R,R,1.22,0.64,2.29,2.34,7.965152371321421,-120.22961170347864,-0.0559979052604066,10.224770650593335,24.224083486823645,-26.17262044523522,3.48,1.57,82.4,2963.0,6.2,54.27,Sweeper,71.0,2.71,-1.22,-1.22,20.2,0.9455185755993167,0.32556815445715676
SI,93.3,-1.16,6.59,571945,6.0,L,R,-1.21,1.01,0.67,2.0,7.336581065939812,-135.5492266095843,-8.25434293134915,-16.473540404594235,29.893166691375487,-18.111327336126063,3.24,1.4,93.2,2138.0,6.3,54.19,Sinker,217.0,1.62,1.21,-1.21,46.7,-0.6018150231520484,-0.7986355100472928
SL,83.9,-1.51,5.32,663903,4.0,L,R,0.43,-0.52,-0.59,2.34,1.3170288202578324,-122.1859731628926,0.5762477493188625,3.983473791515336,24.92252587054861,-37.67278795247971,3.2,1.51,85.1,2422.0,7.1,53.4,Slider,84.0,3.76,-0.43,0.43,28.4,0.9945218953682733,0.10452846326765346
FF,96.3,-2.89,5.73,570632,3.0,R,R,-1.27,1.33,0.33,2.73,11.312344959655936,-139.7744965909548,-5.338784595908269,-19.15249493246887,31.86646954765888,-13.727399992070088,2.83,1.24,95.4,2314.0,5.9,54.59,4-Seam Fastball,231.0,1.15,1.27,1.27,28.5,-0.7771459614569706,-0.6293203910498378
CU,84.9,-1.99,6.24,683627,14.0,R,R,0.4,-0.25,0.18,0.26,4.272063650693624,-123.56429500260704,-7.229054364149368,3.358297552652124,22.21318750783143,-33.641590456989654,3.37,1.48,85.1,2347.0,6.2,54.3,Curveball,79.0,3.39,-0.4,-0.4,53.2,0.981627183447664,0.19080899537654492
CH,88.9,-3.23,5.58,570632,13.0,L,R,-1.59,0.49,-0.13,1.35,10.917586255253587,-128.92446222591448,-5.344498046811324,-19.91487157591135,25.357895202611573,-25.804142070617868,3.48,1.68,89.0,1824.0,6.4,54.11,Changeup,238.0,2.41,1.59,-1.59,26.2,-0.848048096156426,-0.529919264233205
SL,83.6,2.29,6.24,605488,11.0,L,L,-0.52,0.28,-1.11,2.6,-6.843862238840895,-121.61774864204648,-2.5126815600055648,-3.769518730436861,24.26991757132229,-29.09692560166514,3.46,1.52,84.0,2359.0,6.6,53.91,Slider,244.0,2.99,-0.52,-0.52,44.8,-0.8987940462991668,-0.43837114678907774
SL,86.0,-1.71,5.2,682847,14.0,L,R,0.69,0.22,0.7,0.76,4.400407584039739,-125.2452555173027,-4.895134865568445,6.542679257456118,21.998776604896364,-29.13181349699533,3.64,1.76,88.0,2370.0,7.2,53.32,Slider,100.0,2.82,-0.69,0.69,30.0,0.984807753012208,-0.1736481776669303
ST,82.8,-1.84,6.7,601713,14.0,R,R,1.19,-0.19,1.72,1.32,5.845325942050989,-120.48493622833976,-5.471622329006789,10.571857849623491,21.946864182897137,-33.26688842976009,3.38,1.61,83.6,2518.0,6.6,53.85,Sweeper,66.0,3.5,-1.19,-1.19,52.3,0.9135454576426009,0.4067366430758002
