pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_name,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,spin_axis_sin,spin_axis_cos
CH,84.4,2.03,6.32,650911,14.0,R,L,1.52,-0.33,0.49,1.37,-6.659737597429893,-122.6686950185539,-4.5178414938145455,16.70213780649082,24.63549285921343,-34.74958715543894,3.31,1.56,85.0,1838.0,6.8,53.75,Changeup,108.0,3.54,1.52,-1.52,29.5,0.9510565162951536,-0.30901699437494734
SI,89.9,-1.93,6.13,663436,11.0,R,R,-1.45,0.91,-1.0,2.85,5.393812991361594,-130.81027822858258,-4.059595805740652,-17.816397369349474,28.807091333409577,-21.07227233120111,3.45,1.64,89.8,2258.0,6.3,54.17,Sinker,212.0,1.92,1.45,1.45,39.6,-0.5299192642332048,-0.8480480961564261
SL,88.5,-2.53,5.45,678495,6.0,L,R,1.05,0.0,0.52,2.67,5.2783243287744135,-128.76493446072894,-0.6581038333624738,10.370409583609014,29.666676267677087,-32.25514763807162,3.6,1.66,88.9,2870.0,6.8,53.73,Slider,94.0,2.94,-1.05,1.05,42.4,0.9975640502598242,-0.06975647374412533
FF,95.5,-1.72,5.73,694297,7.0,L,R,-0.53,1.35,-0.57,2.08,4.239483003506858,-139.0212693334353,-7.157154119938715,-7.76775860854112,28.09839557186306,-13.22406930872762,3.47,1.62,96.6,2554.0,6.7,53.83,4-Seam Fastball,220.0,1.12,0.53,-0.53,32.2,-0.6427876096865393,-0.766044443118978
SI,95.3,-1.63,5.67,623211,4.0,L,R,-1.41,0.57,-0.56,2.22,5.924783134900017,-138.65636501934108,-4.673685061849094,-19.50388866248324,32.00710693331747,-23.92522265312639,3.23,1.46,94.5,2182.0,5.9,54.57,Sinker,227.0,1.94,1.41,-1.41,33.8,-0.7313537016191703,-0.6819983600624986
SI,93.8,-1.93,5.26,674285,7.0,R,R,-1.38,0.51,-0.53,1.59,6.716451290004738,-136.39112911992686,-4.918689801735406,-18.66350244835111,29.600144026632204,-24.86119647148349,3.14,1.46,94.5,2092.0,6.7,53.79,Sinker,233.0,2.08,1.38,1.38,31.0,-0.7986355100472928,-0.6018150231520483
CH,91.0,-2.28,5.24,676684,13.0,L,R,-1.37,0.36,-1.23,1.15,5.554306858681287,-132.3940064320707,-5.178301937654603,-17.30256095177716,25.68953817929447,-27.03182515204856,3.49,1.58,91.2,1689.0,6.2,54.28,Changeup,241.0,2.37,1.37,-1.37,38.7,-0.874619707139396,-0.48480962024633684
FF,94.7,-0.65,6.52,641755,14.0,R,R,-0.17,1.29,1.33,1.79,5.485102584604008,-137.69261987219028,-9.542970425353612,-3.162990816078949,24.284523266080683,-13.98560384584755,3.31,1.56,94.4,2279.0,5.7,54.79,4-Seam Fastball,211.0,1.22,0.17,0.17,46.0,-0.5150380749100542,-0.8571673007021123
SI,96.7,3.37,5.63,623352,11.0,L,L,0.74,1.55,-0.8,3.36,-12.905175951949207,-140.21217168186132,-3.9624671866454135,12.830410656668208,34.48853676559166,-11.062472458678444,3.14,1.5,97.0,2386.0,6.8,53.65,Sinker,145.0,0.92,0.74,0.74,27.2,0.5735764363510459,-0.8191520442889919
SI,92.2,-2.14,5.85,656605,4.0,R,R,-1.27,0.83,-0.78,2.75,6.232747416230392,-134.1632996704551,-3.883515332063054,-16.723318773808703,28.888920271750735,-21.46928165398368,3.49,1.6,92.5,2395.0,6.4,54.05,Sinker,222.0,1.85,1.27,1.27,32.2,-0.6691306063588582,-0.7431448254773942
FF,97.5,-1.79,6.05,686654,11.0,R,R,-0.38,1.27,-1.15,3.53,2.569466662684744,-142.013602436805,-4.276895861165623,-5.654668861479887,28.77682223353523,-14.182109428994172,3.72,1.76,98.2,2155.0,6.4,54.11,4-Seam Fastball,210.0,1.1,0.38,0.38,46.1,-0.5000000000000001,-0.8660254037844386
FC,88.3,-2.24,5.72,677958,5.0,R,R,0.53,0.76,-0.09,2.08,4.164663919421121,-128.58569835171215,-4.374275615109091,4.988894298734553,27.455274573503985,-23.054630548081597,3.38,1.42,89.0,2164.0,6.7,53.77,Cutter,203.0,2.17,-0.53,-0.53,30.7,-0.39073112848927355,-0.9205048534524404
FC,88.3,-1.96,5.81,606930,14.0,L,R,0.58,0.53,0.85,1.43,5.696809204173601,-128.56335223032923,-5.808850715887336,5.388240521511639,24.02477454580298,-25.3414293035921,3.27,1.47,89.6,2333.0,6.8,53.67,Cutter,182.0,2.37,-0.58,0.58,38.5,-0.0348994967025009,-0.9993908270190958
FF,95.2,-0.64,6.9,664126,4.0,L,R,-0.13,1.32,-0.39,2.6,0.946560703497742,-138.49612862320222,-8.665711859508301,-1.8315011762560396,29.45147797195591,-13.53093806674859,3.42,1.65,96.0,2201.0,6.7,53.82,4-Seam Fastball,200.0,1.19,0.13,-0.13,51.9,-0.34202014332566866,-0.9396926207859084
FC,89.6,2.79,5.76,621345,13.0,R,L,0.0,0.78,-0.4,1.06,-7.822237967060173,-130.29095591758912,-7.3021840953760595,1.2627018142152526,21.829927250232195,-22.087333779003277,3.17,1.6,89.7,2339.0,5.9,54.58,Cutter,146.0,2.02,0.0,0.0,,0.5591929034707469,-0.8290375725550416
SI,86.9,-2.67,6.06,543294,11.0,L,R,-0.84,0.56,-0.12,3.4,7.713291873453852,-126.45447581080538,-1.365759035030209,-10.50502296627852,24.41291177063738,-26.095581236483184,3.22,1.43,85.8,2070.0,5.5,55.01,Sinker,208.0,2.45,0.84,-0.84,42.8,-0.46947156278589086,-0.8829475928589269
FF,97.4,-1.27,6.02,689225,9.0,R,R,-0.63,1.5,0.47,1.65,6.11454233878983,-141.41481630028403,-9.61569517006316,-9.892623999155491,33.31689582384309,-9.984668519156152,3.3,1.61,97.2,2500.0,6.4,54.14,4-Seam Fastball,200.0,0.92,0.63,0.63,55.4,-0.34202014332566866,-0.9396926207859084
CU,75.4,-1.22,5.56,641585,5.0,L,R,0.7,-1.52,0.17,2.27,1.6471450007405035,-109.65364892666383,3.124862586339271,5.267966590452153,22.39911959128906,-45.201310237079625,3.18,1.53,75.1,2551.0,6.4,54.07,Curveball,27.0,5.59,-0.7,0.7,46.2,0.4539904997395468,0.8910065241883679
FF,99.2,0.47,6.4,547973,2.0,R,L,0.09,1.28,0.05,3.75,-1.3840236369109238,-144.43864710532873,-4.91531441561901,1.5866532020728292,34.17627198468917,-13.298473021036418,3.65,1.73,100.9,2514.0,7.2,53.26,4-Seam Fastball,166.0,1.03,0.09,-0.09,48.5,0.24192189559966773,-0.9702957262759965
SL,86.6,1.83,6.08,650911,7.0,L,L,-0.17,-0.54,-0.6,1.65,-5.481651291968553,-126.08633349177958,-3.297029740553696,-0.7071929602938878,25.9978523081212,-37.42226607288558,3.58,1.72,87.3,2183.0,6.8,53.75,Slider,327.0,3.58,-0.17,-0.17,32.7,-0.544639035015027,0.838670567945424
ST,81.7,-2.09,5.69,681869,7.0,R,R,2.0,-0.43,-0.59,2.0,-0.4737380619520799,-118.92990211406108,-0.8314257233739208,18.86615427957566,25.779117867780485,-36.24926583178976,3.42,1.7,81.3,2898.0,6.3,54.2,Sweeper,58.0,3.88,-2.0,-2.0,34.1,0.848048096156426,0.5299192642332049
CH,86.9,-2.88,5.68,672456,11.0,L,R,-1.21,0.7,-1.39,2.47,6.081959737743197,-126.3964550356101,-2.971360510742066,-14.24789681456314,24.87560269181588,-24.30184073215584,3.11,1.35,87.5,1731.0,6.6,53.91,Changeup,230.0,2.32,1.21,-1.21,36.3,-0.7660444431189779,-0.6427876096865395
SI,92.9,-1.61,6.34,676775,2.0,R,R,-1.37,0.52,0.15,3.03,7.480119449964129,-135.08567078971296,-3.801740452530229,-18.38928560598972,30.3208953722932,-25.182184815492864,3.38,1.57,92.5,2147.0,6.2,54.33,Sinker,220.0,2.13,1.37,1.37,40.8,-0.6427876096865393,-0.766044443118978
SI,92.2,-2.36,5.55,663623,5.0,L,R,-1.48,0.39,-0.22,2.06,8.756223614918472,-133.98754595303788,-3.895137877780064,-19.729269963741228,29.836093919920422,-26.82002066995488,3.28,1.46,93.2,2276.0,7.0,53.49,Sinker,235.0,2.31,1.48,-1.48,25.5,-0.8191520442889916,-0.5735764363510464
SI,97.5,-2.42,5.49,677958,5.0,R,R,-1.08,0.37,0.01,2.51,9.1089395627227,-141.66368445418416,-3.3546980685983505,-16.631892681140844,32.80426822627298,-26.62056022652265,3.44,1.57,98.3,2185.0,6.9,53.63,Sinker,225.0,2.04,1.08,1.08,27.0,-0.7071067811865475,-0.7071067811865477
FF,97.6,-1.22,6.07,667755,8.0,L,R,-0.54,1.47,-0.14,1.56,4.181462428542612,-141.8165390201836,-10.054292571199634,-8.269790786017039,33.65639287168615,-10.214240597502792,3.39,1.63,98.2,2209.0,6.8,53.7,4-Seam Fastball,215.0,0.94,0.54,-0.54,41.9,-0.5735764363510462,-0.8191520442889918
FF,95.9,2.3,6.17,676979,11.0,R,L,0.67,1.46,-0.44,4.23,-8.880652810475999,-139.411138787178,-2.839151231326489,10.820756303541977,32.665220515606464,-12.6703452789531,3.44,1.57,97.0,2482.0,7.1,53.41,4-Seam Fastball,146.0,1.03,0.67,-0.67,33.9,0.5591929034707469,-0.8290375725550416
FF,91.0,2.24,5.64,624133,13.0,L,L,0.79,1.09,-1.33,1.88,-10.593022306528995,-132.030515304205,-5.786845063165227,11.484665104555608,28.36914855922758,-18.366419166539725,3.46,1.64,90.5,1919.0,6.2,54.33,4-Seam Fastball,125.0,1.68,0.79,0.79,29.2,0.8191520442889917,-0.5735764363510462
SI,95.1,-1.18,6.52,663546,6.0,R,R,-1.33,0.53,0.39,2.65,7.145433405049695,-138.214640594865,-5.72622215234833,-18.65703607198997,30.164882618198053,-24.307619700939384,3.44,1.44,95.7,2276.0,6.7,53.85,Sinker,218.0,1.99,1.33,1.33,29.5,-0.6156614753256582,-0.788010753606722
CU,82.4,0.61,6.35,676879,6.0,R,L,-0.68,-1.48,0.52,2.59,1.1019046288957663,-119.89893224338164,0.8725829869124619,-6.730313475339935,26.450524118333004,-46.70884373803018,3.49,1.67,80.2,2691.0,5.1,55.4,Curveball,333.0,4.87,-0.68,0.68,50.0,-0.45399049973954697,0.8910065241883678
FF,89.5,1.57,5.56,641302,2.0,R,L,0.78,1.38,0.07,3.27,-5.319045680238046,-130.21678406089808,-2.548357329999743,9.975960075523597,28.609717638188123,-16.180209328627566,3.32,1.59,89.1,2192.0,6.2,54.31,4-Seam Fastball,151.0,1.48,0.78,-0.78,38.1,0.48480962024633717,-0.8746197071393957
SL,80.1,1.39,4.62,676664,6.0,R,L,-0.34,0.59,0.56,2.84,-1.2022220037186604,-116.75693119441172,1.588378044847239,-2.926673734664596,19.99608779666285,-27.21972376178608,3.49,1.66,80.8,2115.0,6.5,54.03,Slider,265.0,2.93,-0.34,0.34,15.3,-0.9961946980917455,-0.08715574274765825
FF,91.3,-1.98,5.6,608717,1.0,L,R,-0.41,1.31,-0.72,3.05,4.080563401698983,-133.07087780309644,-3.4439358101631887,-5.671939807290103,25.6385202748166,-15.995516201956628,3.48,1.72,92.2,2549.0,6.5,54.01,4-Seam Fastball,213.0,1.39,0.41,-0.41,31.5,-0.5446390350150271,-0.838670567945424
SL,87.1,-0.34,7.15,664126,2.0,L,R,0.36,-0.29,-0.26,3.05,-0.5237545732122169,-126.902316123667,-3.128814295700293,3.971781458059044,24.663896250020283,-34.90069242838239,3.59,1.5,87.5,2378.0,6.3,54.15,Slider,60.0,3.27,-0.36,0.36,56.2,0.8660254037844386,0.5000000000000001
CU,81.0,-1.94,6.12,543037,7.0,R,R,0.51,-1.32,-0.51,1.93,2.2114628524246664,-117.86872843705034,-0.1051621588396465,4.220550955545577,25.50122035766059,-44.60864073827125,3.35,1.61,80.0,2699.0,5.9,54.6,Knuckle Curve,39.0,4.84,-0.51,-0.51,50.1,0.6293203910498374,0.7771459614569709
SL,87.5,-1.24,5.84,667297,6.0,L,R,0.14,-0.24,0.72,2.17,4.429616246340256,-127.62145070168653,-2.381554428749296,0.8975608966345568,19.70320620611369,-34.681828700421946,3.35,1.57,88.1,2733.0,6.0,54.54,Slider,41.0,3.15,-0.14,0.14,39.4,0.6560590289905073,0.754709580222772
FF,92.7,-1.64,5.86,605154,6.0,R,R,-0.92,1.35,0.47,2.56,7.4372550110572915,-134.71198968849552,-5.558983983415023,-12.867484391878778,31.596842579072668,-14.668569877005972,3.49,1.62,92.7,2160.0,6.5,53.96,4-Seam Fastball,222.0,1.32,0.92,0.92,35.4,-0.6691306063588582,-0.7431448254773942
FC,90.4,-1.73,6.11,670174,13.0,L,R,0.11,0.47,-0.15,1.31,3.736539090947741,-131.510625445907,-7.095070026812455,0.4883590283734292,26.24032464337514,-25.437035285876927,3.11,1.49,91.1,2188.0,6.6,53.9,Cutter,185.0,2.3,-0.11,0.11,55.0,-0.08715574274765794,-0.9961946980917455
SL,84.7,-2.13,5.63,680897,5.0,R,R,0.19,-0.03,-0.21,2.58,4.129527666812323,-123.4479770664656,-0.78854969154344,1.197026237712767,22.373098159067204,-32.499469295990906,3.44,1.72,85.6,2371.0,6.6,53.94,Slider,33.0,3.17,-0.19,-0.19,44.3,0.5446390350150271,0.838670567945424
SL,82.6,-1.59,5.9,675848,5.0,R,R,1.2,-0.15,0.16,2.56,1.6553242137745672,-120.28705323123069,-0.8101317820803049,11.283094299393923,24.2807988028397,-33.65810145472784,3.68,1.63,82.5,2711.0,6.3,54.22,Slider,53.0,3.49,-1.2,-1.2,36.2,0.7986355100472928,0.6018150231520483
SL,80.8,2.44,5.01,571510,11.0,R,L,-0.23,0.01,-1.0,2.63,-7.201976601297154,-117.54770704822282,1.2995676031578671,-0.860196315470672,21.02213762094333,-32.56476934334518,3.45,1.55,80.8,2396.0,6.2,54.33,Slider,303.0,3.47,-0.23,0.23,17.9,-0.8386705679454243,0.5446390350150266
SL,81.7,1.36,5.74,518397,2.0,L,L,-0.3,-0.19,-0.09,2.76,-2.672791313092107,-119.02084975031433,0.1857370679686623,-2.3487386077423387,21.610314693250952,-34.242253836000536,3.17,1.54,81.7,2371.0,6.1,54.39,Slider,299.0,3.58,-0.3,-0.3,35.1,-0.8746197071393956,0.4848096202463373
ST,81.4,-2.61,5.27,676130,11.0,L,R,0.96,-0.3,-2.82,4.7,-2.2997955243196864,-118.27542221095062,5.933339233036088,9.460958462122608,24.212884034708576,-36.448882214550544,3.49,1.61,80.7,2498.0,6.1,54.45,Sweeper,48.0,3.77,-0.96,0.96,31.6,0.7431448254773942,0.6691306063588582
FF,93.4,-2.79,6.1,663432,9.0,R,R,-0.91,1.55,0.49,2.0,10.408992160159158,-135.4049835697553,-8.116324798773546,-13.591033824979537,31.375893458129937,-11.440632000911991,3.44,1.74,92.8,2420.0,6.3,54.22,4-Seam Fastball,215.0,1.1,0.91,0.91,38.3,-0.5735764363510462,-0.8191520442889918
ST,83.8,-2.06,5.56,506433,14.0,R,R,1.52,0.06,0.65,0.85,3.2530080932004557,-121.90280098146228,-4.461708644219896,14.11802986214616,29.45695313057733,-30.73449710756951,3.73,1.65,83.1,2758.0,6.4,54.1,Sweeper,71.0,3.25,-1.52,-1.52,38.5,0.9455185755993167,0.32556815445715676
SL,88.1,-1.6,5.78,669923,14.0,R,R,0.63,-0.29,1.61,2.19,6.55655392693988,-128.29571779098518,-2.083674560110055,5.753324488694892,23.647608383257104,-35.24696487431442,3.48,1.69,89.3,2439.0,6.8,53.74,Slider,37.0,3.2,-0.63,-0.63,39.3,0.6018150231520483,0.7986355100472928
CH,88.7,-1.6,5.68,669456,8.0,L,R,-1.48,0.47,0.07,1.61,7.176390948949507,-129.05983711382228,-4.98035400491704,-17.995911638149185,22.26309397829261,-26.150475607523973,3.37,1.65,89.4,1518.0,6.3,54.18,Changeup,241.0,2.39,1.48,-1.48,43.6,-0.874619707139396,-0.48480962024633684
SL,86.0,0.83,6.28,656986,6.0,R,L,-0.36,-0.21,0.55,2.38,0.0686543119771107,-125.3050055877174,-2.646881482240952,-3.8665721296232816,23.592232787870252,-34.103671849746554,3.31,1.52,86.7,2437.0,6.5,54.01,Slider,290.0,3.27,-0.36,0.36,55.3,-0.9396926207859083,0.342020143325669
FS,84.2,0.1,5.58,642629,11.0,R,R,-0.24,0.55,-1.5,3.31,-3.2618794295174824,-122.599994562702,-0.0279957379740518,-1.7837942151779662,23.062677702897133,-26.757957259020763,3.27,1.49,84.9,421.0,6.6,53.87,Split-Finger,273.0,2.64,0.24,0.24,62.2,-0.9986295347545738,0.052335956242943946
SL,85.4,-2.56,5.55,662253,7.0,L,R,0.52,0.19,-0.74,2.19,3.2400990702912043,-124.36571370082626,-1.99662452413716,4.7256450938919965,26.14552765675144,-29.97143604270658,3.49,1.6,85.7,2434.0,6.5,53.98,Slider,68.0,2.94,-0.52,0.52,37.1,0.9271838545667874,0.37460659341591196
SL,86.8,1.45,6.28,680735,13.0,L,L,-0.23,0.4,-1.32,2.03,-6.143826907845472,-126.3258107337058,-4.876005342502765,-1.4614349287836217,21.92607617482796,-27.194188214116604,3.57,1.62,87.3,2436.0,6.3,54.25,Slider,214.0,2.59,-0.23,-0.23,48.8,-0.5591929034707467,-0.8290375725550418
ST,86.8,-0.49,5.43,643377,6.0,R,R,1.25,-0.58,0.3,2.51,-0.6485708109304338,-126.47526853170822,0.3915695676380664,13.507172134148844,26.278995486510976,-38.681443145045634,3.18,1.56,86.9,3084.0,6.3,54.19,Sweeper,41.0,3.6,-1.25,-1.25,44.0,0.6560590289905073,0.754709580222772
FF,97.3,-2.1,5.28,595897,14.0,R,R,-1.09,1.27,1.16,1.54,11.200183939843948,-141.10540648276603,-7.378075612417286,-17.14877650755175,32.5905056391794,-13.57985484617135,3.34,1.69,96.8,2409.0,6.2,54.27,4-Seam Fastball,240.0,1.15,1.09,1.09,,-0.8660254037844384,-0.5000000000000004
ST,87.4,-2.08,5.45,670059,9.0,R,R,0.6,0.36,0.7,1.83,5.489927151355149,-127.14601708869692,-3.2868459187680337,5.216237104895081,28.20170977644401,-27.747163814299903,3.44,1.67,87.3,2620.0,6.4,54.05,Sweeper,89.0,2.64,-0.6,-0.6,24.6,0.9998476951563913,0.0174524064372836
SL,87.9,-1.65,6.06,686701,14.0,R,R,0.35,0.26,0.62,0.64,4.772695208606603,-127.88701088237792,-7.584211687562401,2.971624598462593,24.955548035000483,-27.9970234171102,3.35,1.64,88.1,2690.0,6.3,54.22,Slider,128.0,2.68,-0.35,-0.35,50.4,0.788010753606722,-0.6156614753256583
SL,84.2,1.82,5.95,608331,13.0,R,L,-0.49,0.33,-0.66,0.61,-4.7859268566783895,-122.49757077462772,-6.733791911977766,-4.120792882953727,22.414951424012077,-27.777212734475743,3.6,1.58,84.7,2823.0,6.5,54.03,Slider,309.0,2.87,-0.49,0.49,44.3,-0.7771459614569708,0.6293203910498375
FC,86.9,-1.96,4.91,681293,12.0,R,R,0.35,0.61,1.06,2.65,6.6060699114043295,-126.59442927309404,-0.5803824230259429,2.6359019620278032,22.21254120025862,-25.59495509897106,3.44,1.59,88.5,2616.0,6.9,53.57,Cutter,177.0,2.36,-0.35,-0.35,24.5,0.05233595624294381,-0.9986295347545738
FF,98.1,-0.3,6.61,592773,6.0,R,R,-0.45,1.4,0.5,2.73,3.174922998103494,-142.72767139524257,-8.207417007522155,-6.855119223798887,31.502053086503803,-11.36191174554175,4.04,1.84,97.2,2138.0,5.7,54.78,4-Seam Fastball,212.0,0.96,0.45,0.45,47.8,-0.5299192642332048,-0.8480480961564261
CH,80.6,-2.02,6.06,676440,6.0,L,R,-1.05,1.31,0.48,2.16,7.613827903525852,-117.15334609268716,-4.539394341826109,-11.05265491003536,21.483385684209,-19.42067650248518,3.48,1.55,81.4,2006.0,6.8,53.69,Changeup,210.0,2.2,1.05,-1.05,56.8,-0.5000000000000001,-0.8660254037844386
FF,95.0,-2.22,5.31,592779,2.0,R,R,-0.41,1.32,-0.07,2.98,6.6142322074405,-138.20929051716436,-3.422586847230052,-6.703712612761218,31.02653720568061,-14.73827583300904,3.48,1.68,96.0,2605.0,6.9,53.6,4-Seam Fastball,219.0,1.21,0.41,0.41,23.1,-0.6293203910498376,-0.7771459614569708
FC,88.2,2.46,5.8,640455,12.0,R,L,-0.3,0.6,0.72,3.59,-3.6569954974805374,-128.48828682093793,-0.5778543989333269,-2.615200168530577,24.30929860436373,-25.5816020109508,3.34,1.51,89.5,1925.0,6.8,53.68,Cutter,157.0,2.3,-0.3,0.3,27.0,0.39073112848927377,-0.9205048534524404
FC,88.1,-1.26,6.27,671737,3.0,R,R,0.39,0.58,0.45,3.18,3.3430420326516592,-128.44959780384815,-2.706493586379535,3.698231926629924,23.926058112052715,-25.392024446205507,3.39,1.48,88.4,2164.0,6.2,54.33,Cutter,163.0,2.32,-0.39,-0.39,59.0,0.2923717047227366,-0.9563047559630355
FF,91.9,2.13,5.78,624133,14.0,R,L,0.27,0.94,1.28,2.76,-2.7130082826875483,-133.88244973621107,-3.925204233864637,3.756740321624532,25.123617858109444,-20.209305343834192,3.86,1.82,92.3,2102.0,6.2,54.32,4-Seam Fastball,135.0,1.72,0.27,-0.27,35.2,0.7071067811865476,-0.7071067811865475
SL,86.2,-2.51,5.62,640448,14.0,R,R,-0.02,0.16,0.68,0.35,7.5924806326422,-125.07712182885864,-6.471652713536842,-1.924173491544084,28.990259884903637,-29.20322342129409,3.3,1.52,85.5,2080.0,6.3,54.18,Slider,324.0,2.96,0.02,0.02,42.2,-0.5877852522924734,0.8090169943749473
CU,71.9,-0.66,6.71,623167,8.0,L,R,0.93,-1.13,-0.03,1.67,-0.3272577172793325,-104.67952483459229,-0.4860488553290767,6.846583084334778,20.327754675395795,-40.54478795855531,3.5,1.63,71.7,2677.0,6.5,54.02,Curveball,27.0,5.59,-0.93,0.93,64.2,0.4539904997395468,0.8910065241883679
CH,89.6,-2.73,5.33,694738,14.0,L,R,-1.5,-0.12,0.58,1.14,11.320467982796558,-129.859350523298,-3.980843202120001,-19.45409135188337,30.392438258755423,-32.7997853951207,3.44,1.71,89.0,2085.0,6.4,54.07,Changeup,259.0,3.01,1.5,-1.5,18.5,-0.981627183447664,-0.1908089953765446
ST,84.0,-1.28,5.56,543243,14.0,R,R,1.99,-0.29,2.65,0.48,5.143320201416592,-122.0913360180995,-4.685944128398058,18.497685414288703,28.00659783837425,-34.189750156134735,3.47,1.65,83.4,3086.0,6.3,54.2,Sweeper,41.0,3.57,-1.99,-1.99,49.6,0.6560590289905073,0.754709580222772
ST,75.7,1.56,5.02,687223,11.0,L,L,-0.86,-0.19,-1.13,3.05,-4.134405418419251,-110.24438130982116,3.3244253565888435,-6.387013742553191,17.969388707338346,-34.51812308331987,3.35,1.39,77.0,2164.0,7.0,53.51,Sweeper,272.0,4.14,-0.86,-0.86,23.9,-0.9993908270190958,0.03489949670250128
SI,94.5,1.84,5.5,667463,14.0,R,L,1.32,0.38,0.88,2.31,-5.4235589719431845,-137.4892585958832,-3.4129856371920937,17.97315519135702,32.19704925069381,-26.8291467692276,3.29,1.55,93.6,2241.0,5.9,54.63,Sinker,124.0,2.19,1.32,-1.32,31.2,0.8290375725550417,-0.5591929034707467
FF,93.1,-2.58,5.93,671922,4.0,R,R,-0.75,1.51,-0.78,2.72,6.379578912583797,-135.332064042989,-5.87739789509056,-10.59895573995317,28.6011270033874,-12.497141764558348,3.5,1.61,94.8,2235.0,7.3,53.24,4-Seam Fastball,208.0,1.12,0.75,0.75,43.7,-0.46947156278589086,-0.8829475928589269
SL,83.6,-1.57,5.27,663903,8.0,L,R,0.41,-0.16,0.27,1.57,3.4672190256564974,-121.70948375081969,-1.77287249724852,3.360182649642682,25.392239736784045,-33.59893353075749,3.52,1.56,84.4,2391.0,7.0,53.55,Slider,117.0,3.43,-0.41,0.41,30.3,0.8910065241883679,-0.45399049973954675
SL,85.3,-2.83,5.96,663432,14.0,R,R,0.32,0.22,2.53,0.24,11.893213622234097,-123.56371415898828,-7.535844611029725,0.9366441368425228,24.026104259420723,-28.541837915769698,3.47,1.59,84.9,2226.0,6.2,54.25,Slider,308.0,2.94,-0.32,-0.32,37.6,-0.7880107536067218,0.6156614753256585
FF,93.2,-1.43,5.97,641927,12.0,R,R,-0.52,1.5,0.85,3.56,7.123005227637224,-135.58792962247622,-3.77932038351576,-7.956047965104873,30.77001553337072,-13.06682939591183,3.4,1.58,94.8,2310.0,7.3,53.18,4-Seam Fastball,215.0,1.13,0.52,0.52,34.8,-0.5735764363510462,-0.8191520442889918
FC,87.9,2.68,5.55,676596,1.0,R,L,0.19,0.62,-0.29,3.06,-7.631496084613584,-127.93699257178982,-1.2668198490377152,3.560745209923875,24.19763030029325,-25.24870793942086,3.04,1.35,88.7,1951.0,6.6,53.94,Cutter,122.0,2.31,0.19,-0.19,30.6,0.8480480961564261,-0.5299192642332048
CH,86.1,1.83,5.73,671096,13.0,R,L,1.34,0.8,-0.42,0.69,-8.098966346871537,-124.96529079351976,-7.358286338568174,15.65491795470202,25.808161741418115,-22.432440689077424,3.34,1.61,86.4,2139.0,6.7,53.8,Changeup,133.0,2.3,1.34,-1.34,39.7,0.7313537016191706,-0.6819983600624984
FF,97.7,-2.87,5.79,661563,6.0,R,R,-0.74,1.24,0.79,2.25,11.607940289311175,-141.72569762887704,-6.898120391542499,-12.610826084312906,31.658116484291902,-13.996989810619464,3.22,1.43,98.1,2205.0,6.6,53.88,4-Seam Fastball,209.0,1.16,0.74,0.74,38.3,-0.48480962024633695,-0.8746197071393959
SI,94.9,-1.98,5.1,554430,11.0,L,R,-1.26,0.38,-0.6,4.18,6.517537497093508,-138.05260929908866,2.405012176176211,-17.511215394868103,28.852949195304745,-27.96788299112898,3.71,1.6,96.5,2295.0,7.1,53.4,Sinker,221.0,2.14,1.26,-1.26,22.1,-0.656059028990507,-0.7547095802227721
CU,88.1,-1.52,6.47,676962,9.0,L,R,0.08,-0.14,0.48,1.77,4.7277826920303365,-128.18868686325374,-5.08409952477877,-0.0538864637388314,25.809695929235144,-32.86769899713004,3.48,1.62,88.7,2191.0,6.6,53.88,Knuckle Curve,59.0,3.07,-0.08,0.08,48.2,0.8571673007021123,0.5150380749100542
SI,93.0,-1.07,5.67,643410,3.0,R,R,-1.36,0.99,0.61,3.02,7.376875534787414,-135.12357567093156,-3.169764591196184,-18.335546356671443,31.698965686765305,-19.5348246552794,3.41,1.58,93.5,2006.0,6.8,53.68,Sinker,207.0,1.67,1.36,1.36,49.3,-0.4539904997395467,-0.8910065241883679
FF,97.1,-1.74,5.95,645261,4.0,L,R,-1.27,1.07,-0.76,2.39,5.547333269929986,-141.26869783088705,-6.428351797006122,-18.272889078419603,32.432516865226326,-16.62961730361671,3.4,1.74,97.1,2335.0,6.3,54.2,4-Seam Fastball,238.0,1.35,1.27,-1.27,35.6,-0.848048096156426,-0.529919264233205
FF,98.3,0.68,5.98,547973,5.0,R,L,0.19,1.43,0.21,2.36,-1.7556142580711838,-143.00957883285173,-7.7977119026833455,2.996460111046655,33.78073901077335,-10.99508711078971,3.6,1.79,100.2,2375.0,7.4,53.12,4-Seam Fastball,152.0,0.94,0.19,-0.19,48.1,0.4694715627858907,-0.882947592858927
FS,86.6,-2.74,5.14,669387,13.0,L,R,-0.76,-0.11,-0.84,1.33,6.083851841960312,-125.92688943935693,-2.6395606117009764,-9.352350341571745,26.242094016113647,-32.9708435731238,3.74,1.71,86.3,1768.0,6.2,54.31,Split-Finger,243.0,3.16,0.76,-0.76,28.1,-0.8910065241883678,-0.45399049973954697
